params,retorno_porcentual,win_rate
"{'periodo_corto': 9, 'periodo_largo': 20, 'periodo_signal': 7}",0.68,0.48214285714285715
"{'periodo_corto': 9, 'periodo_largo': 24, 'periodo_signal': 10}",0.68,0.5434782608695652
"{'periodo_corto': 9, 'periodo_largo': 26, 'periodo_signal': 13}",0.68,0.5121951219512195
"{'periodo_corto': 9, 'periodo_largo': 28, 'periodo_signal': 10}",0.68,0.5227272727272727
"{'periodo_corto': 9, 'periodo_largo': 185, 'periodo_signal': 5}",0.68,0.45
"{'periodo_corto': 9, 'periodo_largo': 189, 'periodo_signal': 5}",0.68,0.4473684210526316
"{'periodo_corto': 10, 'periodo_largo': 16, 'periodo_signal': 9}",0.68,0.48484848484848486
"{'periodo_corto': 10, 'periodo_largo': 19, 'periodo_signal': 5}",0.68,0.5483870967741935
"{'periodo_corto': 10, 'periodo_largo': 20, 'periodo_signal': 6}",0.68,0.45161290322580644
"{'periodo_corto': 10, 'periodo_largo': 20, 'periodo_signal': 7}",0.68,0.42592592592592593
"{'periodo_corto': 10, 'periodo_largo': 22, 'periodo_signal': 12}",0.68,0.4772727272727273
"{'periodo_corto': 10, 'periodo_largo': 22, 'periodo_signal': 13}",0.68,0.47619047619047616
"{'periodo_corto': 10, 'periodo_largo': 23, 'periodo_signal': 12}",0.68,0.47619047619047616
"{'periodo_corto': 10, 'periodo_largo': 30, 'periodo_signal': 8}",0.68,0.45454545454545453
"{'periodo_corto': 11, 'periodo_largo': 20, 'periodo_signal': 14}",0.68,0.5217391304347826
"{'periodo_corto': 11, 'periodo_largo': 22, 'periodo_signal': 14}",0.68,0.5116279069767442
"{'periodo_corto': 11, 'periodo_largo': 26, 'periodo_signal': 4}",0.68,0.46774193548387094
"{'periodo_corto': 11, 'periodo_largo': 26, 'periodo_signal': 5}",0.68,0.4642857142857143
"{'periodo_corto': 12, 'periodo_largo': 11, 'periodo_signal': 11}",0.68,0.5929203539823009
"{'periodo_corto': 12, 'periodo_largo': 14, 'periodo_signal': 5}",0.68,0.5546875
"{'periodo_corto': 12, 'periodo_largo': 137, 'periodo_signal': 14}",0.68,0.3333333333333333
"{'periodo_corto': 12, 'periodo_largo': 140, 'periodo_signal': 14}",0.68,0.32
"{'periodo_corto': 12, 'periodo_largo': 160, 'periodo_signal': 3}",0.68,0.42
"{'periodo_corto': 12, 'periodo_largo': 170, 'periodo_signal': 3}",0.68,0.46808510638297873
"{'periodo_corto': 12, 'periodo_largo': 179, 'periodo_signal': 3}",0.68,0.49019607843137253
"{'periodo_corto': 12, 'periodo_largo': 181, 'periodo_signal': 4}",0.68,0.475
"{'periodo_corto': 12, 'periodo_largo': 182, 'periodo_signal': 4}",0.68,0.475
"{'periodo_corto': 12, 'periodo_largo': 190, 'periodo_signal': 4}",0.68,0.48717948717948717
"{'periodo_corto': 12, 'periodo_largo': 194, 'periodo_signal': 3}",0.68,0.4791666666666667
"{'periodo_corto': 13, 'periodo_largo': 25, 'periodo_signal': 3}",0.68,0.4626865671641791
"{'periodo_corto': 13, 'periodo_largo': 27, 'periodo_signal': 14}",0.68,0.4594594594594595
"{'periodo_corto': 13, 'periodo_largo': 52, 'periodo_signal': 6}",0.68,0.4318181818181818
"{'periodo_corto': 13, 'periodo_largo': 53, 'periodo_signal': 5}",0.68,0.45652173913043476
"{'periodo_corto': 13, 'periodo_largo': 57, 'periodo_signal': 5}",0.68,0.5217391304347826
"{'periodo_corto': 13, 'periodo_largo': 59, 'periodo_signal': 3}",0.68,0.47368421052631576
"{'periodo_corto': 13, 'periodo_largo': 86, 'periodo_signal': 3}",0.68,0.4
"{'periodo_corto': 13, 'periodo_largo': 87, 'periodo_signal': 3}",0.68,0.3333333333333333
"{'periodo_corto': 13, 'periodo_largo': 103, 'periodo_signal': 3}",0.68,0.39215686274509803
"{'periodo_corto': 13, 'periodo_largo': 110, 'periodo_signal': 3}",0.68,0.38461538461538464
"{'periodo_corto': 13, 'periodo_largo': 111, 'periodo_signal': 3}",0.68,0.37735849056603776
"{'periodo_corto': 13, 'periodo_largo': 119, 'periodo_signal': 4}",0.68,0.40476190476190477
"{'periodo_corto': 13, 'periodo_largo': 144, 'periodo_signal': 3}",0.68,0.41304347826086957
"{'periodo_corto': 13, 'periodo_largo': 147, 'periodo_signal': 12}",0.68,0.38461538461538464
"{'periodo_corto': 13, 'periodo_largo': 153, 'periodo_signal': 3}",0.68,0.4222222222222222
"{'periodo_corto': 13, 'periodo_largo': 163, 'periodo_signal': 4}",0.68,0.42105263157894735
"{'periodo_corto': 13, 'periodo_largo': 187, 'periodo_signal': 4}",0.68,0.42105263157894735
"{'periodo_corto': 13, 'periodo_largo': 194, 'periodo_signal': 13}",0.68,0.38461538461538464
"{'periodo_corto': 14, 'periodo_largo': 21, 'periodo_signal': 5}",0.68,0.5
"{'periodo_corto': 14, 'periodo_largo': 27, 'periodo_signal': 10}",0.68,0.5405405405405406
"{'periodo_corto': 14, 'periodo_largo': 46, 'periodo_signal': 4}",0.68,0.4444444444444444
"{'periodo_corto': 14, 'periodo_largo': 55, 'periodo_signal': 3}",0.68,0.4915254237288136
"{'periodo_corto': 14, 'periodo_largo': 90, 'periodo_signal': 4}",0.68,0.3953488372093023
"{'periodo_corto': 14, 'periodo_largo': 93, 'periodo_signal': 4}",0.68,0.4222222222222222
"{'periodo_corto': 14, 'periodo_largo': 95, 'periodo_signal': 3}",0.68,0.40384615384615385
"{'periodo_corto': 14, 'periodo_largo': 128, 'periodo_signal': 4}",0.68,0.42105263157894735
"{'periodo_corto': 14, 'periodo_largo': 132, 'periodo_signal': 5}",0.68,0.42105263157894735
"{'periodo_corto': 14, 'periodo_largo': 164, 'periodo_signal': 8}",0.68,0.42857142857142855
"{'periodo_corto': 14, 'periodo_largo': 170, 'periodo_signal': 3}",0.68,0.4418604651162791
"{'periodo_corto': 14, 'periodo_largo': 185, 'periodo_signal': 11}",0.68,0.4444444444444444
"{'periodo_corto': 14, 'periodo_largo': 193, 'periodo_signal': 10}",0.68,0.4444444444444444
"{'periodo_corto': 14, 'periodo_largo': 195, 'periodo_signal': 3}",0.68,0.43478260869565216
"{'periodo_corto': 15, 'periodo_largo': 14, 'periodo_signal': 6}",0.68,0.5374149659863946
"{'periodo_corto': 15, 'periodo_largo': 16, 'periodo_signal': 12}",0.68,0.5794392523364486
"{'periodo_corto': 15, 'periodo_largo': 20, 'periodo_signal': 3}",0.68,0.5789473684210527
"{'periodo_corto': 15, 'periodo_largo': 29, 'periodo_signal': 4}",0.68,0.4915254237288136
"{'periodo_corto': 15, 'periodo_largo': 41, 'periodo_signal': 4}",0.68,0.4716981132075472
"{'periodo_corto': 15, 'periodo_largo': 65, 'periodo_signal': 4}",0.68,0.425531914893617
"{'periodo_corto': 15, 'periodo_largo': 103, 'periodo_signal': 6}",0.68,0.42857142857142855
"{'periodo_corto': 15, 'periodo_largo': 117, 'periodo_signal': 7}",0.68,0.42857142857142855
"{'periodo_corto': 15, 'periodo_largo': 124, 'periodo_signal': 12}",0.68,0.36363636363636365
"{'periodo_corto': 15, 'periodo_largo': 129, 'periodo_signal': 6}",0.68,0.4
"{'periodo_corto': 15, 'periodo_largo': 135, 'periodo_signal': 4}",0.68,0.4358974358974359
"{'periodo_corto': 15, 'periodo_largo': 144, 'periodo_signal': 7}",0.68,0.47058823529411764
"{'periodo_corto': 15, 'periodo_largo': 150, 'periodo_signal': 3}",0.68,0.45652173913043476
"{'periodo_corto': 15, 'periodo_largo': 180, 'periodo_signal': 6}",0.68,0.45161290322580644
"{'periodo_corto': 15, 'periodo_largo': 181, 'periodo_signal': 6}",0.68,0.4666666666666667
"{'periodo_corto': 15, 'periodo_largo': 182, 'periodo_signal': 6}",0.68,0.4666666666666667
"{'periodo_corto': 15, 'periodo_largo': 189, 'periodo_signal': 5}",0.68,0.48484848484848486
"{'periodo_corto': 15, 'periodo_largo': 193, 'periodo_signal': 9}",0.68,0.4
"{'periodo_corto': 15, 'periodo_largo': 194, 'periodo_signal': 12}",0.68,0.43478260869565216
"{'periodo_corto': 16, 'periodo_largo': 19, 'periodo_signal': 5}",0.68,0.5480769230769231
"{'periodo_corto': 16, 'periodo_largo': 53, 'periodo_signal': 8}",0.68,0.41935483870967744
"{'periodo_corto': 16, 'periodo_largo': 56, 'periodo_signal': 9}",0.68,0.4666666666666667
"{'periodo_corto': 16, 'periodo_largo': 57, 'periodo_signal': 10}",0.68,0.4230769230769231
"{'periodo_corto': 16, 'periodo_largo': 72, 'periodo_signal': 7}",0.68,0.4375
"{'periodo_corto': 16, 'periodo_largo': 136, 'periodo_signal': 3}",0.68,0.3953488372093023
"{'periodo_corto': 16, 'periodo_largo': 144, 'periodo_signal': 5}",0.68,0.4411764705882353
"{'periodo_corto': 16, 'periodo_largo': 145, 'periodo_signal': 5}",0.68,0.45714285714285713
"{'periodo_corto': 16, 'periodo_largo': 151, 'periodo_signal': 4}",0.68,0.43902439024390244
"{'periodo_corto': 16, 'periodo_largo': 166, 'periodo_signal': 12}",0.68,0.4
"{'periodo_corto': 16, 'periodo_largo': 179, 'periodo_signal': 14}",0.68,0.4
"{'periodo_corto': 16, 'periodo_largo': 181, 'periodo_signal': 14}",0.68,0.45
"{'periodo_corto': 16, 'periodo_largo': 183, 'periodo_signal': 3}",0.68,0.4666666666666667
"{'periodo_corto': 16, 'periodo_largo': 199, 'periodo_signal': 9}",0.68,0.45
"{'periodo_corto': 17, 'periodo_largo': 10, 'periodo_signal': 3}",0.68,0.6333333333333333
"{'periodo_corto': 17, 'periodo_largo': 11, 'periodo_signal': 14}",0.68,0.5964912280701754
"{'periodo_corto': 17, 'periodo_largo': 24, 'periodo_signal': 4}",0.68,0.5064935064935064
"{'periodo_corto': 17, 'periodo_largo': 31, 'periodo_signal': 12}",0.68,0.5294117647058824
"{'periodo_corto': 17, 'periodo_largo': 34, 'periodo_signal': 12}",0.68,0.5428571428571428
"{'periodo_corto': 17, 'periodo_largo': 65, 'periodo_signal': 5}",0.68,0.37142857142857144
"{'periodo_corto': 17, 'periodo_largo': 108, 'periodo_signal': 14}",0.68,0.38095238095238093
"{'periodo_corto': 17, 'periodo_largo': 115, 'periodo_signal': 12}",0.68,0.391304347826087
"{'periodo_corto': 17, 'periodo_largo': 133, 'periodo_signal': 14}",0.68,0.3333333333333333
"{'periodo_corto': 17, 'periodo_largo': 145, 'periodo_signal': 7}",0.68,0.4375
"{'periodo_corto': 17, 'periodo_largo': 162, 'periodo_signal': 9}",0.68,0.391304347826087
"{'periodo_corto': 17, 'periodo_largo': 173, 'periodo_signal': 12}",0.68,0.42857142857142855
"{'periodo_corto': 17, 'periodo_largo': 175, 'periodo_signal': 11}",0.68,0.38095238095238093
"{'periodo_corto': 17, 'periodo_largo': 182, 'periodo_signal': 11}",0.68,0.45
"{'periodo_corto': 18, 'periodo_largo': 22, 'periodo_signal': 14}",0.68,0.44642857142857145
"{'periodo_corto': 18, 'periodo_largo': 33, 'periodo_signal': 5}",0.68,0.5217391304347826
"{'periodo_corto': 18, 'periodo_largo': 34, 'periodo_signal': 13}",0.68,0.5588235294117647
"{'periodo_corto': 18, 'periodo_largo': 46, 'periodo_signal': 3}",0.68,0.38181818181818183
"{'periodo_corto': 18, 'periodo_largo': 56, 'periodo_signal': 6}",0.68,0.4411764705882353
"{'periodo_corto': 18, 'periodo_largo': 57, 'periodo_signal': 5}",0.68,0.3888888888888889
"{'periodo_corto': 18, 'periodo_largo': 58, 'periodo_signal': 7}",0.68,0.41935483870967744
"{'periodo_corto': 18, 'periodo_largo': 59, 'periodo_signal': 5}",0.68,0.3888888888888889
"{'periodo_corto': 18, 'periodo_largo': 66, 'periodo_signal': 5}",0.68,0.45454545454545453
"{'periodo_corto': 18, 'periodo_largo': 68, 'periodo_signal': 4}",0.68,0.47368421052631576
"{'periodo_corto': 18, 'periodo_largo': 88, 'periodo_signal': 14}",0.68,0.5217391304347826
"{'periodo_corto': 18, 'periodo_largo': 94, 'periodo_signal': 14}",0.68,0.5
"{'periodo_corto': 18, 'periodo_largo': 99, 'periodo_signal': 13}",0.68,0.48
"{'periodo_corto': 18, 'periodo_largo': 111, 'periodo_signal': 13}",0.68,0.36363636363636365
"{'periodo_corto': 18, 'periodo_largo': 113, 'periodo_signal': 11}",0.68,0.375
"{'periodo_corto': 18, 'periodo_largo': 115, 'periodo_signal': 10}",0.68,0.375
"{'periodo_corto': 18, 'periodo_largo': 156, 'periodo_signal': 9}",0.68,0.36363636363636365
"{'periodo_corto': 18, 'periodo_largo': 172, 'periodo_signal': 3}",0.68,0.3888888888888889
"{'periodo_corto': 18, 'periodo_largo': 182, 'periodo_signal': 9}",0.68,0.32
"{'periodo_corto': 18, 'periodo_largo': 195, 'periodo_signal': 6}",0.68,0.391304347826087
"{'periodo_corto': 18, 'periodo_largo': 196, 'periodo_signal': 8}",0.68,0.38095238095238093
"{'periodo_corto': 18, 'periodo_largo': 197, 'periodo_signal': 8}",0.68,0.38095238095238093
"{'periodo_corto': 19, 'periodo_largo': 29, 'periodo_signal': 5}",0.68,0.44642857142857145
"{'periodo_corto': 19, 'periodo_largo': 32, 'periodo_signal': 11}",0.68,0.5
"{'periodo_corto': 19, 'periodo_largo': 35, 'periodo_signal': 11}",0.68,0.5
"{'periodo_corto': 19, 'periodo_largo': 36, 'periodo_signal': 9}",0.68,0.45714285714285713
"{'periodo_corto': 19, 'periodo_largo': 37, 'periodo_signal': 5}",0.68,0.5208333333333334
"{'periodo_corto': 19, 'periodo_largo': 55, 'periodo_signal': 4}",0.68,0.4
"{'periodo_corto': 19, 'periodo_largo': 57, 'periodo_signal': 4}",0.68,0.4857142857142857
"{'periodo_corto': 19, 'periodo_largo': 58, 'periodo_signal': 4}",0.68,0.47368421052631576
"{'periodo_corto': 19, 'periodo_largo': 87, 'periodo_signal': 14}",0.68,0.5
"{'periodo_corto': 19, 'periodo_largo': 118, 'periodo_signal': 9}",0.68,0.4074074074074074
"{'periodo_corto': 19, 'periodo_largo': 146, 'periodo_signal': 7}",0.68,0.4074074074074074
"{'periodo_corto': 19, 'periodo_largo': 165, 'periodo_signal': 6}",0.68,0.4074074074074074
"{'periodo_corto': 19, 'periodo_largo': 176, 'periodo_signal': 5}",0.68,0.4074074074074074
"{'periodo_corto': 19, 'periodo_largo': 179, 'periodo_signal': 5}",0.68,0.3793103448275862
"{'periodo_corto': 2, 'periodo_largo': 25, 'periodo_signal': 12}",0.67,0.42857142857142855
"{'periodo_corto': 2, 'periodo_largo': 30, 'periodo_signal': 8}",0.67,0.41935483870967744
"{'periodo_corto': 2, 'periodo_largo': 35, 'periodo_signal': 10}",0.67,0.4050632911392405
"{'periodo_corto': 2, 'periodo_largo': 36, 'periodo_signal': 10}",0.67,0.4
"{'periodo_corto': 2, 'periodo_largo': 39, 'periodo_signal': 8}",0.67,0.40217391304347827
"{'periodo_corto': 2, 'periodo_largo': 44, 'periodo_signal': 8}",0.67,0.41304347826086957
"{'periodo_corto': 2, 'periodo_largo': 46, 'periodo_signal': 3}",0.67,0.4125
"{'periodo_corto': 2, 'periodo_largo': 49, 'periodo_signal': 7}",0.67,0.41836734693877553
"{'periodo_corto': 2, 'periodo_largo': 56, 'periodo_signal': 4}",0.67,0.45985401459854014
"{'periodo_corto': 2, 'periodo_largo': 56, 'periodo_signal': 11}",0.67,0.38571428571428573
"{'periodo_corto': 2, 'periodo_largo': 62, 'periodo_signal': 4}",0.67,0.44776119402985076
"{'periodo_corto': 2, 'periodo_largo': 77, 'periodo_signal': 3}",0.67,0.44516129032258067
"{'periodo_corto': 2, 'periodo_largo': 77, 'periodo_signal': 13}",0.67,0.3548387096774194
"{'periodo_corto': 2, 'periodo_largo': 78, 'periodo_signal': 3}",0.67,0.43870967741935485
"{'periodo_corto': 2, 'periodo_largo': 94, 'periodo_signal': 14}",0.67,0.39655172413793105
"{'periodo_corto': 2, 'periodo_largo': 99, 'periodo_signal': 14}",0.67,0.42105263157894735
"{'periodo_corto': 2, 'periodo_largo': 100, 'periodo_signal': 12}",0.67,0.3728813559322034
"{'periodo_corto': 2, 'periodo_largo': 102, 'periodo_signal': 4}",0.67,0.45081967213114754
"{'periodo_corto': 2, 'periodo_largo': 136, 'periodo_signal': 12}",0.67,0.41509433962264153
"{'periodo_corto': 2, 'periodo_largo': 139, 'periodo_signal': 3}",0.67,0.42857142857142855
"{'periodo_corto': 2, 'periodo_largo': 159, 'periodo_signal': 8}",0.67,0.41333333333333333
"{'periodo_corto': 2, 'periodo_largo': 179, 'periodo_signal': 4}",0.67,0.4583333333333333
"{'periodo_corto': 2, 'periodo_largo': 181, 'periodo_signal': 9}",0.67,0.390625
"{'periodo_corto': 2, 'periodo_largo': 182, 'periodo_signal': 9}",0.67,0.390625
"{'periodo_corto': 2, 'periodo_largo': 187, 'periodo_signal': 14}",0.67,0.3829787234042553
"{'periodo_corto': 2, 'periodo_largo': 188, 'periodo_signal': 14}",0.67,0.391304347826087
"{'periodo_corto': 2, 'periodo_largo': 189, 'periodo_signal': 3}",0.67,0.43356643356643354
"{'periodo_corto': 2, 'periodo_largo': 190, 'periodo_signal': 3}",0.67,0.43356643356643354
"{'periodo_corto': 2, 'periodo_largo': 194, 'periodo_signal': 9}",0.67,0.4126984126984127
"{'periodo_corto': 2, 'periodo_largo': 196, 'periodo_signal': 3}",0.67,0.4295774647887324
"{'periodo_corto': 3, 'periodo_largo': 17, 'periodo_signal': 7}",0.67,0.4175824175824176
"{'periodo_corto': 3, 'periodo_largo': 20, 'periodo_signal': 3}",0.67,0.4485294117647059
"{'periodo_corto': 3, 'periodo_largo': 20, 'periodo_signal': 11}",0.67,0.46153846153846156
"{'periodo_corto': 3, 'periodo_largo': 22, 'periodo_signal': 13}",0.67,0.4827586206896552
"{'periodo_corto': 3, 'periodo_largo': 29, 'periodo_signal': 4}",0.67,0.46551724137931033
"{'periodo_corto': 3, 'periodo_largo': 34, 'periodo_signal': 7}",0.67,0.39759036144578314
"{'periodo_corto': 3, 'periodo_largo': 42, 'periodo_signal': 6}",0.67,0.449438202247191
"{'periodo_corto': 3, 'periodo_largo': 75, 'periodo_signal': 11}",0.67,0.4230769230769231
"{'periodo_corto': 3, 'periodo_largo': 81, 'periodo_signal': 13}",0.67,0.42
"{'periodo_corto': 3, 'periodo_largo': 82, 'periodo_signal': 14}",0.67,0.35294117647058826
"{'periodo_corto': 3, 'periodo_largo': 83, 'periodo_signal': 10}",0.67,0.42105263157894735
"{'periodo_corto': 3, 'periodo_largo': 88, 'periodo_signal': 10}",0.67,0.4107142857142857
"{'periodo_corto': 3, 'periodo_largo': 93, 'periodo_signal': 12}",0.67,0.4444444444444444
"{'periodo_corto': 3, 'periodo_largo': 107, 'periodo_signal': 12}",0.67,0.3877551020408163
"{'periodo_corto': 3, 'periodo_largo': 107, 'periodo_signal': 13}",0.67,0.40425531914893614
"{'periodo_corto': 3, 'periodo_largo': 107, 'periodo_signal': 14}",0.67,0.40425531914893614
"{'periodo_corto': 3, 'periodo_largo': 108, 'periodo_signal': 12}",0.67,0.3333333333333333
"{'periodo_corto': 3, 'periodo_largo': 110, 'periodo_signal': 10}",0.67,0.40350877192982454
"{'periodo_corto': 3, 'periodo_largo': 111, 'periodo_signal': 11}",0.67,0.4
"{'periodo_corto': 3, 'periodo_largo': 114, 'periodo_signal': 14}",0.67,0.4222222222222222
"{'periodo_corto': 3, 'periodo_largo': 116, 'periodo_signal': 11}",0.67,0.40384615384615385
"{'periodo_corto': 3, 'periodo_largo': 117, 'periodo_signal': 13}",0.67,0.40425531914893614
"{'periodo_corto': 3, 'periodo_largo': 124, 'periodo_signal': 12}",0.67,0.37777777777777777
"{'periodo_corto': 3, 'periodo_largo': 129, 'periodo_signal': 13}",0.67,0.45454545454545453
"{'periodo_corto': 3, 'periodo_largo': 140, 'periodo_signal': 12}",0.67,0.4222222222222222
"{'periodo_corto': 3, 'periodo_largo': 145, 'periodo_signal': 7}",0.67,0.4225352112676056
"{'periodo_corto': 3, 'periodo_largo': 146, 'periodo_signal': 7}",0.67,0.4225352112676056
"{'periodo_corto': 3, 'periodo_largo': 148, 'periodo_signal': 4}",0.67,0.4807692307692308
"{'periodo_corto': 3, 'periodo_largo': 149, 'periodo_signal': 9}",0.67,0.40350877192982454
"{'periodo_corto': 3, 'periodo_largo': 157, 'periodo_signal': 14}",0.67,0.425
"{'periodo_corto': 3, 'periodo_largo': 163, 'periodo_signal': 9}",0.67,0.4107142857142857
"{'periodo_corto': 3, 'periodo_largo': 167, 'periodo_signal': 6}",0.67,0.4266666666666667
"{'periodo_corto': 3, 'periodo_largo': 168, 'periodo_signal': 6}",0.67,0.4266666666666667
"{'periodo_corto': 3, 'periodo_largo': 169, 'periodo_signal': 6}",0.67,0.4266666666666667
"{'periodo_corto': 3, 'periodo_largo': 174, 'periodo_signal': 7}",0.67,0.44285714285714284
"{'periodo_corto': 3, 'periodo_largo': 192, 'periodo_signal': 14}",0.67,0.425
"{'periodo_corto': 3, 'periodo_largo': 197, 'periodo_signal': 13}",0.67,0.42857142857142855
"{'periodo_corto': 3, 'periodo_largo': 198, 'periodo_signal': 14}",0.67,0.4358974358974359
"{'periodo_corto': 4, 'periodo_largo': 24, 'periodo_signal': 5}",0.67,0.4375
"{'periodo_corto': 4, 'periodo_largo': 45, 'periodo_signal': 8}",0.67,0.40298507462686567
"{'periodo_corto': 4, 'periodo_largo': 87, 'periodo_signal': 10}",0.67,0.43137254901960786
"{'periodo_corto': 4, 'periodo_largo': 100, 'periodo_signal': 11}",0.67,0.4791666666666667
"{'periodo_corto': 4, 'periodo_largo': 118, 'periodo_signal': 10}",0.67,0.4375
"{'periodo_corto': 4, 'periodo_largo': 130, 'periodo_signal': 6}",0.67,0.42028985507246375
"{'periodo_corto': 4, 'periodo_largo': 146, 'periodo_signal': 6}",0.67,0.4264705882352941
"{'periodo_corto': 4, 'periodo_largo': 148, 'periodo_signal': 6}",0.67,0.4264705882352941
"{'periodo_corto': 4, 'periodo_largo': 151, 'periodo_signal': 9}",0.67,0.42
"{'periodo_corto': 4, 'periodo_largo': 152, 'periodo_signal': 9}",0.67,0.42
"{'periodo_corto': 4, 'periodo_largo': 154, 'periodo_signal': 9}",0.67,0.42857142857142855
"{'periodo_corto': 4, 'periodo_largo': 162, 'periodo_signal': 13}",0.67,0.4473684210526316
"{'periodo_corto': 4, 'periodo_largo': 166, 'periodo_signal': 7}",0.67,0.46774193548387094
"{'periodo_corto': 4, 'periodo_largo': 167, 'periodo_signal': 7}",0.67,0.46774193548387094
"{'periodo_corto': 4, 'periodo_largo': 168, 'periodo_signal': 7}",0.67,0.46774193548387094
"{'periodo_corto': 5, 'periodo_largo': 13, 'periodo_signal': 9}",0.67,0.4383561643835616
"{'periodo_corto': 5, 'periodo_largo': 20, 'periodo_signal': 6}",0.67,0.47560975609756095
"{'periodo_corto': 5, 'periodo_largo': 21, 'periodo_signal': 14}",0.67,0.48936170212765956
"{'periodo_corto': 5, 'periodo_largo': 43, 'periodo_signal': 7}",0.67,0.4307692307692308
"{'periodo_corto': 5, 'periodo_largo': 46, 'periodo_signal': 5}",0.67,0.3972602739726027
"{'periodo_corto': 5, 'periodo_largo': 47, 'periodo_signal': 5}",0.67,0.4225352112676056
"{'periodo_corto': 5, 'periodo_largo': 49, 'periodo_signal': 3}",0.67,0.3793103448275862
"{'periodo_corto': 5, 'periodo_largo': 91, 'periodo_signal': 8}",0.67,0.45098039215686275
"{'periodo_corto': 5, 'periodo_largo': 92, 'periodo_signal': 8}",0.67,0.45098039215686275
"{'periodo_corto': 5, 'periodo_largo': 126, 'periodo_signal': 8}",0.67,0.4230769230769231
"{'periodo_corto': 5, 'periodo_largo': 149, 'periodo_signal': 8}",0.67,0.3958333333333333
"{'periodo_corto': 5, 'periodo_largo': 150, 'periodo_signal': 8}",0.67,0.40425531914893614
"{'periodo_corto': 5, 'periodo_largo': 156, 'periodo_signal': 5}",0.67,0.4925373134328358
"{'periodo_corto': 5, 'periodo_largo': 178, 'periodo_signal': 6}",0.67,0.45161290322580644
"{'periodo_corto': 5, 'periodo_largo': 183, 'periodo_signal': 10}",0.67,0.5
"{'periodo_corto': 5, 'periodo_largo': 191, 'periodo_signal': 5}",0.67,0.46774193548387094
"{'periodo_corto': 5, 'periodo_largo': 193, 'periodo_signal': 8}",0.67,0.45652173913043476
"{'periodo_corto': 6, 'periodo_largo': 26, 'periodo_signal': 10}",0.67,0.48
"{'periodo_corto': 6, 'periodo_largo': 26, 'periodo_signal': 14}",0.67,0.5
"{'periodo_corto': 6, 'periodo_largo': 44, 'periodo_signal': 6}",0.67,0.45
"{'periodo_corto': 6, 'periodo_largo': 48, 'periodo_signal': 5}",0.67,0.421875
"{'periodo_corto': 6, 'periodo_largo': 84, 'periodo_signal': 7}",0.67,0.4897959183673469
"{'periodo_corto': 6, 'periodo_largo': 89, 'periodo_signal': 7}",0.67,0.4583333333333333
"{'periodo_corto': 6, 'periodo_largo': 112, 'periodo_signal': 6}",0.67,0.42592592592592593
"{'periodo_corto': 6, 'periodo_largo': 116, 'periodo_signal': 7}",0.67,0.4583333333333333
"{'periodo_corto': 6, 'periodo_largo': 138, 'periodo_signal': 6}",0.67,0.4339622641509434
"{'periodo_corto': 6, 'periodo_largo': 144, 'periodo_signal': 3}",0.67,0.4305555555555556
"{'periodo_corto': 6, 'periodo_largo': 145, 'periodo_signal': 3}",0.67,0.4507042253521127
"{'periodo_corto': 6, 'periodo_largo': 152, 'periodo_signal': 3}",0.67,0.4507042253521127
"{'periodo_corto': 6, 'periodo_largo': 153, 'periodo_signal': 3}",0.67,0.4507042253521127
"{'periodo_corto': 6, 'periodo_largo': 159, 'periodo_signal': 3}",0.67,0.4788732394366197
"{'periodo_corto': 6, 'periodo_largo': 161, 'periodo_signal': 6}",0.67,0.46
"{'periodo_corto': 6, 'periodo_largo': 178, 'periodo_signal': 3}",0.67,0.4782608695652174
"{'periodo_corto': 6, 'periodo_largo': 183, 'periodo_signal': 3}",0.67,0.4852941176470588
"{'periodo_corto': 6, 'periodo_largo': 184, 'periodo_signal': 9}",0.67,0.475
"{'periodo_corto': 6, 'periodo_largo': 191, 'periodo_signal': 5}",0.67,0.44
"{'periodo_corto': 7, 'periodo_largo': 24, 'periodo_signal': 13}",0.67,0.5
"{'periodo_corto': 7, 'periodo_largo': 26, 'periodo_signal': 14}",0.67,0.5476190476190477
"{'periodo_corto': 7, 'periodo_largo': 27, 'periodo_signal': 13}",0.67,0.5348837209302325
"{'periodo_corto': 7, 'periodo_largo': 28, 'periodo_signal': 3}",0.67,0.4578313253012048
"{'periodo_corto': 7, 'periodo_largo': 29, 'periodo_signal': 3}",0.67,0.4470588235294118
"{'periodo_corto': 7, 'periodo_largo': 63, 'periodo_signal': 5}",0.67,0.42592592592592593
"{'periodo_corto': 7, 'periodo_largo': 92, 'periodo_signal': 5}",0.67,0.42857142857142855
"{'periodo_corto': 7, 'periodo_largo': 143, 'periodo_signal': 5}",0.67,0.43137254901960786
"{'periodo_corto': 7, 'periodo_largo': 152, 'periodo_signal': 4}",0.67,0.4230769230769231
"{'periodo_corto': 7, 'periodo_largo': 155, 'periodo_signal': 4}",0.67,0.4339622641509434
"{'periodo_corto': 7, 'periodo_largo': 169, 'periodo_signal': 4}",0.67,0.41509433962264153
"{'periodo_corto': 7, 'periodo_largo': 172, 'periodo_signal': 6}",0.67,0.45652173913043476
"{'periodo_corto': 7, 'periodo_largo': 173, 'periodo_signal': 6}",0.67,0.45652173913043476
"{'periodo_corto': 7, 'periodo_largo': 184, 'periodo_signal': 6}",0.67,0.4772727272727273
"{'periodo_corto': 7, 'periodo_largo': 186, 'periodo_signal': 6}",0.67,0.46511627906976744
